O [99, 98]
D [19, 21]
D [19, 22]
D [19, 23]
D [19, 24]
D [19, 25]
D [19, 26]
D [19, 27]
D [19, 28]
D [19, 29]
D [19, 30]
D [19, 31]
D [19, 32]
D [19, 33]
D [19, 34]
D [19, 35]
D [19, 36]
D [19, 37]
D [19, 38]
D [19, 39]
D [19, 40]
D [19, 41]
D [19, 42]
D [19, 43]
D [19, 44]
D [19, 45]
D [19, 46]
D [19, 47]
D [19, 48]
D [19, 49]
D [19, 50]
D [19, 51]
D [19, 52]
D [19, 53]
D [19, 54]
D [19, 55]
D [19, 56]
D [19, 57]
D [19, 58]
D [19, 59]
D [19, 60]
D [19, 61]
D [19, 62]
D [19, 63]
D [19, 64]
D [19, 65]
D [19, 66]
D [19, 67]
D [19, 68]
D [19, 69]
D [19, 70]
D [19, 71]
D [19, 72]
D [19, 73]
D [19, 74]
D [19, 75]
D [19, 76]
D [19, 77]
D [19, 78]
D [19, 79]
D [19, 80]
D [19, 81]
D [19, 82]
D [19, 83]
D [19, 84]
D [19, 85]
D [19, 86]
D [19, 87]
D [19, 88]
D [19, 89]
D [19, 90]
D [19, 91]
D [19, 92]
D [19, 93]
D [19, 94]
D [19, 95]
D [19, 96]
D [19, 97]
B [20, 97]
E [20, 96]
E [20, 95]
E [20, 94]
E [20, 93]
E [20, 92]
E [20, 91]
E [20, 90]
E [20, 89]
E [20, 88]
E [20, 87]
E [20, 86]
E [20, 85]
E [20, 84]
E [20, 83]
E [20, 82]
E [20, 81]
E [20, 80]
E [20, 79]
E [20, 78]
E [20, 77]
E [20, 76]
E [20, 75]
E [20, 74]
E [20, 73]
E [20, 72]
E [20, 71]
E [20, 70]
E [20, 69]
E [20, 68]
E [20, 67]
E [20, 66]
E [20, 65]
E [20, 64]
E [20, 63]
E [20, 62]
E [20, 61]
E [20, 60]
E [20, 59]
E [20, 58]
E [20, 57]
E [20, 56]
E [20, 55]
E [20, 54]
E [20, 53]
E [20, 52]
E [20, 51]
E [20, 50]
E [20, 49]
E [20, 48]
E [20, 47]
E [20, 46]
E [20, 45]
E [20, 44]
E [20, 43]
E [20, 42]
E [20, 41]
E [20, 40]
E [20, 39]
E [20, 38]
E [20, 37]
E [20, 36]
E [20, 35]
E [20, 34]
E [20, 33]
E [20, 32]
E [20, 31]
E [20, 30]
E [20, 29]
E [20, 28]
E [20, 27]
E [20, 26]
E [20, 25]
E [20, 24]
E [20, 23]
E [20, 22]
E [20, 21]
E [20, 20]
E [20, 19]
E [20, 18]
E [20, 17]
E [20, 16]
E [20, 15]
E [20, 14]
E [20, 13]
E [20, 12]
E [20, 11]
E [20, 10]
E [20, 9]
E [20, 8]
E [20, 7]
E [20, 6]
E [20, 5]
E [20, 4]
E [20, 3]
E [20, 2]
B [21, 2]
D [21, 3]
D [21, 4]
D [21, 5]
D [21, 6]
D [21, 7]
D [21, 8]
D [21, 9]
D [21, 10]
D [21, 11]
D [21, 12]
D [21, 13]
D [21, 14]
D [21, 15]
D [21, 16]
D [21, 17]
D [21, 18]
D [21, 19]
D [21, 20]
D [21, 21]
D [21, 22]
D [21, 23]
D [21, 24]
D [21, 25]
D [21, 26]
D [21, 27]
D [21, 28]
D [21, 29]
D [21, 30]
D [21, 31]
D [21, 32]
D [21, 33]
D [21, 34]
D [21, 35]
D [21, 36]
D [21, 37]
D [21, 38]
D [21, 39]
D [21, 40]
D [21, 41]
D [21, 42]
D [21, 43]
D [21, 44]
D [21, 45]
D [21, 46]
D [21, 47]
D [21, 48]
D [21, 49]
D [21, 50]
D [21, 51]
D [21, 52]
D [21, 53]
D [21, 54]
D [21, 55]
D [21, 56]
D [21, 57]
D [21, 58]
D [21, 59]
D [21, 60]
D [21, 61]
D [21, 62]
D [21, 63]
D [21, 64]
D [21, 65]
D [21, 66]
D [21, 67]
D [21, 68]
D [21, 69]
D [21, 70]
D [21, 71]
D [21, 72]
D [21, 73]
D [21, 74]
D [21, 75]
D [21, 76]
D [21, 77]
D [21, 78]
D [21, 79]
D [21, 80]
D [21, 81]
D [21, 82]
D [21, 83]
D [21, 84]
D [21, 85]
D [21, 86]
D [21, 87]
D [21, 88]
D [21, 89]
D [21, 90]
D [21, 91]
D [21, 92]
D [21, 93]
D [21, 94]
D [21, 95]
D [21, 96]
D [21, 97]
B [22, 97]
E [22, 96]
E [22, 95]
E [22, 94]
E [22, 93]
E [22, 92]
E [22, 91]
E [22, 90]
E [22, 89]
E [22, 88]
E [22, 87]
E [22, 86]
E [22, 85]
E [22, 84]
E [22, 83]
E [22, 82]
E [22, 81]
E [22, 80]
E [22, 79]
E [22, 78]
E [22, 77]
E [22, 76]
E [22, 75]
E [22, 74]
E [22, 73]
E [22, 72]
E [22, 71]
E [22, 70]
E [22, 69]
E [22, 68]
E [22, 67]
E [22, 66]
E [22, 65]
E [22, 64]
E [22, 63]
E [22, 62]
E [22, 61]
E [22, 60]
E [22, 59]
E [22, 58]
E [22, 57]
E [22, 56]
E [22, 55]
E [22, 54]
E [22, 53]
E [22, 52]
E [22, 51]
E [22, 50]
E [22, 49]
E [22, 48]
E [22, 47]
E [22, 46]
E [22, 45]
E [22, 44]
E [22, 43]
E [22, 42]
E [22, 41]
E [22, 40]
E [22, 39]
E [22, 38]
E [22, 37]
E [22, 36]
E [22, 35]
E [22, 34]
E [22, 33]
E [22, 32]
E [22, 31]
E [22, 30]
E [22, 29]
E [22, 28]
E [22, 27]
E [22, 26]
E [22, 25]
E [22, 24]
E [22, 23]
E [22, 22]
E [22, 21]
E [22, 20]
E [22, 19]
E [22, 18]
E [22, 17]
E [22, 16]
E [22, 15]
E [22, 14]
E [22, 13]
E [22, 12]
E [22, 11]
E [22, 10]
E [22, 9]
E [22, 8]
E [22, 7]
E [22, 6]
E [22, 5]
E [22, 4]
E [22, 3]
E [22, 2]
B [23, 2]
D [23, 3]
D [23, 4]
D [23, 5]
D [23, 6]
D [23, 7]
D [23, 8]
D [23, 9]
D [23, 10]
D [23, 11]
D [23, 12]
D [23, 13]
D [23, 14]
D [23, 15]
D [23, 16]
D [23, 17]
D [23, 18]
D [23, 19]
D [23, 20]
D [23, 21]
D [23, 22]
D [23, 23]
D [23, 24]
D [23, 25]
D [23, 26]
D [23, 27]
D [23, 28]
D [23, 29]
D [23, 30]
D [23, 31]
D [23, 32]
D [23, 33]
D [23, 34]
D [23, 35]
D [23, 36]
D [23, 37]
D [23, 38]
D [23, 39]
D [23, 40]
D [23, 41]
D [23, 42]
D [23, 43]
D [23, 44]
D [23, 45]
D [23, 46]
D [23, 47]
D [23, 48]
D [23, 49]
D [23, 50]
D [23, 51]
D [23, 52]
D [23, 53]
D [23, 54]
D [23, 55]
D [23, 56]
D [23, 57]
D [23, 58]
D [23, 59]
D [23, 60]
D [23, 61]
D [23, 62]
D [23, 63]
D [23, 64]
D [23, 65]
D [23, 66]
D [23, 67]
D [23, 68]
D [23, 69]
D [23, 70]
D [23, 71]
D [23, 72]
D [23, 73]
D [23, 74]
D [23, 75]
D [23, 76]
D [23, 77]
D [23, 78]
D [23, 79]
D [23, 80]
D [23, 81]
D [23, 82]
D [23, 83]
D [23, 84]
D [23, 85]
D [23, 86]
D [23, 87]
D [23, 88]
D [23, 89]
D [23, 90]
D [23, 91]
D [23, 92]
D [23, 93]
D [23, 94]
D [23, 95]
D [23, 96]
D [23, 97]
B [24, 97]
E [24, 96]
E [24, 95]
E [24, 94]
E [24, 93]
E [24, 92]
E [24, 91]
E [24, 90]
E [24, 89]
E [24, 88]
E [24, 87]
E [24, 86]
E [24, 85]
E [24, 84]
E [24, 83]
E [24, 82]
E [24, 81]
E [24, 80]
E [24, 79]
E [24, 78]
E [24, 77]
E [24, 76]
E [24, 75]
E [24, 74]
E [24, 73]
E [24, 72]
E [24, 71]
E [24, 70]
E [24, 69]
E [24, 68]
E [24, 67]
E [24, 66]
E [24, 65]
E [24, 64]
E [24, 63]
E [24, 62]
E [24, 61]
E [24, 60]
E [24, 59]
E [24, 58]
E [24, 57]
E [24, 56]
E [24, 55]
E [24, 54]
E [24, 53]
E [24, 52]
E [24, 51]
E [24, 50]
E [24, 49]
E [24, 48]
E [24, 47]
E [24, 46]
E [24, 45]
E [24, 44]
E [24, 43]
E [24, 42]
E [24, 41]
E [24, 40]
E [24, 39]
E [24, 38]
E [24, 37]
E [24, 36]
E [24, 35]
E [24, 34]
E [24, 33]
E [24, 32]
E [24, 31]
E [24, 30]
E [24, 29]
E [24, 28]
E [24, 27]
E [24, 26]
E [24, 25]
E [24, 24]
E [24, 23]
E [24, 22]
E [24, 21]
E [24, 20]
E [24, 19]
E [24, 18]
E [24, 17]
E [24, 16]
E [24, 15]
E [24, 14]
E [24, 13]
E [24, 12]
E [24, 11]
E [24, 10]
E [24, 9]
E [24, 8]
E [24, 7]
E [24, 6]
E [24, 5]
E [24, 4]
E [24, 3]
E [24, 2]
B [25, 2]
D [25, 3]
D [25, 4]
D [25, 5]
D [25, 6]
D [25, 7]
D [25, 8]
D [25, 9]
D [25, 10]
D [25, 11]
D [25, 12]
D [25, 13]
D [25, 14]
D [25, 15]
D [25, 16]
D [25, 17]
D [25, 18]
D [25, 19]
D [25, 20]
D [25, 21]
D [25, 22]
D [25, 23]
D [25, 24]
D [25, 25]
D [25, 26]
D [25, 27]
D [25, 28]
D [25, 29]
D [25, 30]
D [25, 31]
D [25, 32]
D [25, 33]
D [25, 34]
D [25, 35]
D [25, 36]
D [25, 37]
D [25, 38]
D [25, 39]
D [25, 40]
D [25, 41]
D [25, 42]
D [25, 43]
D [25, 44]
D [25, 45]
D [25, 46]
D [25, 47]
D [25, 48]
D [25, 49]
D [25, 50]
D [25, 51]
D [25, 52]
D [25, 53]
D [25, 54]
D [25, 55]
D [25, 56]
D [25, 57]
D [25, 58]
D [25, 59]
D [25, 60]
D [25, 61]
D [25, 62]
D [25, 63]
D [25, 64]
D [25, 65]
D [25, 66]
D [25, 67]
D [25, 68]
D [25, 69]
D [25, 70]
D [25, 71]
D [25, 72]
D [25, 73]
D [25, 74]
D [25, 75]
D [25, 76]
D [25, 77]
D [25, 78]
D [25, 79]
D [25, 80]
D [25, 81]
D [25, 82]
D [25, 83]
D [25, 84]
D [25, 85]
D [25, 86]
D [25, 87]
D [25, 88]
D [25, 89]
D [25, 90]
D [25, 91]
D [25, 92]
D [25, 93]
D [25, 94]
D [25, 95]
D [25, 96]
D [25, 97]
B [26, 97]
E [26, 96]
E [26, 95]
E [26, 94]
E [26, 93]
E [26, 92]
E [26, 91]
E [26, 90]
E [26, 89]
E [26, 88]
E [26, 87]
E [26, 86]
E [26, 85]
E [26, 84]
E [26, 83]
E [26, 82]
E [26, 81]
E [26, 80]
E [26, 79]
E [26, 78]
E [26, 77]
E [26, 76]
E [26, 75]
E [26, 74]
E [26, 73]
E [26, 72]
E [26, 71]
E [26, 70]
E [26, 69]
E [26, 68]
E [26, 67]
E [26, 66]
E [26, 65]
E [26, 64]
E [26, 63]
E [26, 62]
E [26, 61]
E [26, 60]
E [26, 59]
E [26, 58]
E [26, 57]
E [26, 56]
E [26, 55]
E [26, 54]
E [26, 53]
E [26, 52]
E [26, 51]
E [26, 50]
E [26, 49]
E [26, 48]
E [26, 47]
E [26, 46]
E [26, 45]
E [26, 44]
E [26, 43]
E [26, 42]
E [26, 41]
E [26, 40]
E [26, 39]
E [26, 38]
E [26, 37]
E [26, 36]
E [26, 35]
E [26, 34]
E [26, 33]
E [26, 32]
E [26, 31]
E [26, 30]
E [26, 29]
E [26, 28]
E [26, 27]
E [26, 26]
E [26, 25]
E [26, 24]
E [26, 23]
E [26, 22]
E [26, 21]
E [26, 20]
E [26, 19]
E [26, 18]
E [26, 17]
E [26, 16]
E [26, 15]
E [26, 14]
E [26, 13]
E [26, 12]
E [26, 11]
E [26, 10]
E [26, 9]
E [26, 8]
E [26, 7]
E [26, 6]
E [26, 5]
E [26, 4]
E [26, 3]
E [26, 2]
B [27, 2]
D [27, 3]
D [27, 4]
D [27, 5]
D [27, 6]
D [27, 7]
D [27, 8]
D [27, 9]
D [27, 10]
D [27, 11]
D [27, 12]
D [27, 13]
D [27, 14]
D [27, 15]
D [27, 16]
D [27, 17]
D [27, 18]
D [27, 19]
D [27, 20]
D [27, 21]
D [27, 22]
D [27, 23]
D [27, 24]
D [27, 25]
D [27, 26]
D [27, 27]
D [27, 28]
D [27, 29]
D [27, 30]
D [27, 31]
D [27, 32]
D [27, 33]
D [27, 34]
D [27, 35]
D [27, 36]
D [27, 37]
D [27, 38]
D [27, 39]
D [27, 40]
D [27, 41]
D [27, 42]
D [27, 43]
D [27, 44]
D [27, 45]
D [27, 46]
D [27, 47]
D [27, 48]
D [27, 49]
D [27, 50]
D [27, 51]
D [27, 52]
D [27, 53]
D [27, 54]
D [27, 55]
D [27, 56]
D [27, 57]
D [27, 58]
D [27, 59]
D [27, 60]
D [27, 61]
D [27, 62]
D [27, 63]
D [27, 64]
D [27, 65]
D [27, 66]
D [27, 67]
D [27, 68]
D [27, 69]
D [27, 70]
D [27, 71]
D [27, 72]
D [27, 73]
D [27, 74]
D [27, 75]
D [27, 76]
D [27, 77]
D [27, 78]
D [27, 79]
D [27, 80]
D [27, 81]
D [27, 82]
D [27, 83]
D [27, 84]
D [27, 85]
D [27, 86]
D [27, 87]
D [27, 88]
D [27, 89]
D [27, 90]
D [27, 91]
D [27, 92]
D [27, 93]
D [27, 94]
D [27, 95]
D [27, 96]
D [27, 97]
B [28, 97]
E [28, 96]
E [28, 95]
E [28, 94]
E [28, 93]
E [28, 92]
E [28, 91]
E [28, 90]
E [28, 89]
E [28, 88]
E [28, 87]
E [28, 86]
E [28, 85]
E [28, 84]
E [28, 83]
E [28, 82]
E [28, 81]
E [28, 80]
E [28, 79]
E [28, 78]
E [28, 77]
E [28, 76]
E [28, 75]
E [28, 74]
E [28, 73]
E [28, 72]
E [28, 71]
E [28, 70]
E [28, 69]
E [28, 68]
E [28, 67]
E [28, 66]
E [28, 65]
E [28, 64]
E [28, 63]
E [28, 62]
E [28, 61]
E [28, 60]
E [28, 59]
E [28, 58]
E [28, 57]
E [28, 56]
E [28, 55]
E [28, 54]
E [28, 53]
E [28, 52]
E [28, 51]
E [28, 50]
E [28, 49]
E [28, 48]
E [28, 47]
E [28, 46]
E [28, 45]
E [28, 44]
E [28, 43]
E [28, 42]
E [28, 41]
E [28, 40]
E [28, 39]
E [28, 38]
E [28, 37]
E [28, 36]
E [28, 35]
E [28, 34]
E [28, 33]
E [28, 32]
E [28, 31]
E [28, 30]
E [28, 29]
E [28, 28]
E [28, 27]
E [28, 26]
E [28, 25]
E [28, 24]
E [28, 23]
E [28, 22]
E [28, 21]
E [28, 20]
E [28, 19]
E [28, 18]
E [28, 17]
E [28, 16]
E [28, 15]
E [28, 14]
E [28, 13]
E [28, 12]
E [28, 11]
E [28, 10]
E [28, 9]
E [28, 8]
E [28, 7]
E [28, 6]
E [28, 5]
E [28, 4]
E [28, 3]
E [28, 2]
B [29, 2]
D [29, 3]
D [29, 4]
D [29, 5]
D [29, 6]
D [29, 7]
D [29, 8]
D [29, 9]
D [29, 10]
D [29, 11]
D [29, 12]
D [29, 13]
D [29, 14]
D [29, 15]
D [29, 16]
D [29, 17]
D [29, 18]
D [29, 19]
D [29, 20]
D [29, 21]
D [29, 22]
D [29, 23]
D [29, 24]
D [29, 25]
D [29, 26]
D [29, 27]
D [29, 28]
D [29, 29]
D [29, 30]
D [29, 31]
D [29, 32]
D [29, 33]
D [29, 34]
D [29, 35]
D [29, 36]
D [29, 37]
D [29, 38]
D [29, 39]
D [29, 40]
D [29, 41]
D [29, 42]
D [29, 43]
D [29, 44]
D [29, 45]
D [29, 46]
D [29, 47]
D [29, 48]
D [29, 49]
D [29, 50]
D [29, 51]
D [29, 52]
D [29, 53]
D [29, 54]
D [29, 55]
D [29, 56]
D [29, 57]
D [29, 58]
D [29, 59]
D [29, 60]
D [29, 61]
D [29, 62]
D [29, 63]
D [29, 64]
D [29, 65]
D [29, 66]
D [29, 67]
D [29, 68]
D [29, 69]
D [29, 70]
D [29, 71]
D [29, 72]
D [29, 73]
D [29, 74]
D [29, 75]
D [29, 76]
D [29, 77]
D [29, 78]
D [29, 79]
D [29, 80]
D [29, 81]
D [29, 82]
D [29, 83]
D [29, 84]
D [29, 85]
D [29, 86]
D [29, 87]
D [29, 88]
D [29, 89]
D [29, 90]
D [29, 91]
D [29, 92]
D [29, 93]
D [29, 94]
D [29, 95]
D [29, 96]
D [29, 97]
B [30, 97]
E [30, 96]
E [30, 95]
E [30, 94]
E [30, 93]
E [30, 92]
E [30, 91]
E [30, 90]
E [30, 89]
E [30, 88]
E [30, 87]
E [30, 86]
E [30, 85]
E [30, 84]
E [30, 83]
E [30, 82]
E [30, 81]
E [30, 80]
E [30, 79]
E [30, 78]
E [30, 77]
E [30, 76]
E [30, 75]
E [30, 74]
E [30, 73]
E [30, 72]
E [30, 71]
E [30, 70]
E [30, 69]
E [30, 68]
E [30, 67]
E [30, 66]
E [30, 65]
E [30, 64]
E [30, 63]
E [30, 62]
E [30, 61]
E [30, 60]
E [30, 59]
E [30, 58]
E [30, 57]
E [30, 56]
E [30, 55]
E [30, 54]
E [30, 53]
E [30, 52]
E [30, 51]
E [30, 50]
E [30, 49]
E [30, 48]
E [30, 47]
E [30, 46]
E [30, 45]
E [30, 44]
E [30, 43]
E [30, 42]
E [30, 41]
E [30, 40]
E [30, 39]
E [30, 38]
E [30, 37]
E [30, 36]
E [30, 35]
E [30, 34]
E [30, 33]
E [30, 32]
E [30, 31]
E [30, 30]
E [30, 29]
E [30, 28]
E [30, 27]
E [30, 26]
E [30, 25]
E [30, 24]
E [30, 23]
E [30, 22]
E [30, 21]
E [30, 20]
E [30, 19]
E [30, 18]
E [30, 17]
E [30, 16]
E [30, 15]
E [30, 14]
E [30, 13]
E [30, 12]
E [30, 11]
E [30, 10]
E [30, 9]
E [30, 8]
E [30, 7]
E [30, 6]
E [30, 5]
E [30, 4]
E [30, 3]
E [30, 2]
B [31, 2]
D [31, 3]
D [31, 4]
D [31, 5]
D [31, 6]
D [31, 7]
D [31, 8]
D [31, 9]
D [31, 10]
D [31, 11]
D [31, 12]
D [31, 13]
D [31, 14]
D [31, 15]
D [31, 16]
D [31, 17]
D [31, 18]
D [31, 19]
D [31, 20]
D [31, 21]
D [31, 22]
D [31, 23]
D [31, 24]
D [31, 25]
D [31, 26]
D [31, 27]
D [31, 28]
D [31, 29]
D [31, 30]
D [31, 31]
D [31, 32]
D [31, 33]
D [31, 34]
D [31, 35]
D [31, 36]
D [31, 37]
D [31, 38]
D [31, 39]
D [31, 40]
D [31, 41]
D [31, 42]
D [31, 43]
D [31, 44]
D [31, 45]
D [31, 46]
D [31, 47]
D [31, 48]
D [31, 49]
D [31, 50]
D [31, 51]
D [31, 52]
D [31, 53]
D [31, 54]
D [31, 55]
D [31, 56]
D [31, 57]
D [31, 58]
D [31, 59]
D [31, 60]
D [31, 61]
D [31, 62]
D [31, 63]
D [31, 64]
D [31, 65]
D [31, 66]
D [31, 67]
D [31, 68]
D [31, 69]
D [31, 70]
D [31, 71]
D [31, 72]
D [31, 73]
D [31, 74]
D [31, 75]
D [31, 76]
D [31, 77]
D [31, 78]
D [31, 79]
D [31, 80]
D [31, 81]
D [31, 82]
D [31, 83]
D [31, 84]
D [31, 85]
D [31, 86]
D [31, 87]
D [31, 88]
D [31, 89]
D [31, 90]
D [31, 91]
D [31, 92]
D [31, 93]
D [31, 94]
D [31, 95]
D [31, 96]
D [31, 97]
B [32, 97]
E [32, 96]
E [32, 95]
E [32, 94]
E [32, 93]
E [32, 92]
E [32, 91]
E [32, 90]
E [32, 89]
E [32, 88]
E [32, 87]
E [32, 86]
E [32, 85]
E [32, 84]
E [32, 83]
E [32, 82]
E [32, 81]
E [32, 80]
E [32, 79]
E [32, 78]
E [32, 77]
E [32, 76]
E [32, 75]
E [32, 74]
E [32, 73]
E [32, 72]
E [32, 71]
E [32, 70]
E [32, 69]
E [32, 68]
E [32, 67]
E [32, 66]
E [32, 65]
E [32, 64]
E [32, 63]
E [32, 62]
E [32, 61]
E [32, 60]
E [32, 59]
E [32, 58]
E [32, 57]
E [32, 56]
E [32, 55]
E [32, 54]
E [32, 53]
E [32, 52]
E [32, 51]
E [32, 50]
E [32, 49]
E [32, 48]
E [32, 47]
E [32, 46]
E [32, 45]
E [32, 44]
E [32, 43]
E [32, 42]
E [32, 41]
E [32, 40]
E [32, 39]
E [32, 38]
E [32, 37]
E [32, 36]
E [32, 35]
E [32, 34]
E [32, 33]
E [32, 32]
E [32, 31]
E [32, 30]
E [32, 29]
E [32, 28]
E [32, 27]
E [32, 26]
E [32, 25]
E [32, 24]
E [32, 23]
E [32, 22]
E [32, 21]
E [32, 20]
E [32, 19]
E [32, 18]
E [32, 17]
E [32, 16]
E [32, 15]
E [32, 14]
E [32, 13]
E [32, 12]
E [32, 11]
E [32, 10]
E [32, 9]
E [32, 8]
E [32, 7]
E [32, 6]
E [32, 5]
E [32, 4]
E [32, 3]
E [32, 2]
B [33, 2]
D [33, 3]
D [33, 4]
D [33, 5]
D [33, 6]
D [33, 7]
D [33, 8]
D [33, 9]
D [33, 10]
D [33, 11]
D [33, 12]
D [33, 13]
D [33, 14]
D [33, 15]
D [33, 16]
D [33, 17]
D [33, 18]
D [33, 19]
D [33, 20]
D [33, 21]
D [33, 22]
D [33, 23]
D [33, 24]
D [33, 25]
D [33, 26]
D [33, 27]
D [33, 28]
D [33, 29]
D [33, 30]
D [33, 31]
D [33, 32]
D [33, 33]
D [33, 34]
D [33, 35]
D [33, 36]
D [33, 37]
D [33, 38]
D [33, 39]
D [33, 40]
D [33, 41]
D [33, 42]
D [33, 43]
D [33, 44]
D [33, 45]
D [33, 46]
D [33, 47]
D [33, 48]
D [33, 49]
D [33, 50]
D [33, 51]
D [33, 52]
D [33, 53]
D [33, 54]
D [33, 55]
D [33, 56]
D [33, 57]
D [33, 58]
D [33, 59]
D [33, 60]
D [33, 61]
D [33, 62]
D [33, 63]
D [33, 64]
D [33, 65]
D [33, 66]
D [33, 67]
D [33, 68]
D [33, 69]
D [33, 70]
D [33, 71]
D [33, 72]
D [33, 73]
D [33, 74]
D [33, 75]
D [33, 76]
D [33, 77]
D [33, 78]
D [33, 79]
D [33, 80]
D [33, 81]
D [33, 82]
D [33, 83]
D [33, 84]
D [33, 85]
D [33, 86]
D [33, 87]
D [33, 88]
D [33, 89]
D [33, 90]
D [33, 91]
D [33, 92]
D [33, 93]
D [33, 94]
D [33, 95]
D [33, 96]
D [33, 97]
B [34, 97]
E [34, 96]
E [34, 95]
E [34, 94]
E [34, 93]
E [34, 92]
E [34, 91]
E [34, 90]
E [34, 89]
E [34, 88]
E [34, 87]
E [34, 86]
E [34, 85]
E [34, 84]
E [34, 83]
E [34, 82]
E [34, 81]
E [34, 80]
E [34, 79]
E [34, 78]
E [34, 77]
E [34, 76]
E [34, 75]
E [34, 74]
E [34, 73]
E [34, 72]
E [34, 71]
E [34, 70]
E [34, 69]
E [34, 68]
E [34, 67]
E [34, 66]
E [34, 65]
E [34, 64]
E [34, 63]
E [34, 62]
E [34, 61]
E [34, 60]
E [34, 59]
E [34, 58]
E [34, 57]
E [34, 56]
E [34, 55]
E [34, 54]
E [34, 53]
E [34, 52]
E [34, 51]
E [34, 50]
E [34, 49]
E [34, 48]
E [34, 47]
E [34, 46]
E [34, 45]
E [34, 44]
E [34, 43]
E [34, 42]
E [34, 41]
E [34, 40]
E [34, 39]
E [34, 38]
E [34, 37]
E [34, 36]
E [34, 35]
E [34, 34]
E [34, 33]
E [34, 32]
E [34, 31]
E [34, 30]
E [34, 29]
E [34, 28]
E [34, 27]
E [34, 26]
E [34, 25]
E [34, 24]
E [34, 23]
E [34, 22]
E [34, 21]
E [34, 20]
E [34, 19]
E [34, 18]
E [34, 17]
E [34, 16]
E [34, 15]
E [34, 14]
E [34, 13]
E [34, 12]
E [34, 11]
E [34, 10]
E [34, 9]
E [34, 8]
E [34, 7]
E [34, 6]
E [34, 5]
E [34, 4]
E [34, 3]
E [34, 2]
B [35, 2]
D [35, 3]
D [35, 4]
D [35, 5]
D [35, 6]
D [35, 7]
D [35, 8]
D [35, 9]
D [35, 10]
D [35, 11]
D [35, 12]
D [35, 13]
D [35, 14]
D [35, 15]
D [35, 16]
D [35, 17]
D [35, 18]
D [35, 19]
D [35, 20]
D [35, 21]
D [35, 22]
D [35, 23]
D [35, 24]
D [35, 25]
D [35, 26]
D [35, 27]
D [35, 28]
D [35, 29]
D [35, 30]
D [35, 31]
D [35, 32]
D [35, 33]
D [35, 34]
D [35, 35]
D [35, 36]
D [35, 37]
D [35, 38]
D [35, 39]
D [35, 40]
D [35, 41]
D [35, 42]
D [35, 43]
D [35, 44]
D [35, 45]
D [35, 46]
D [35, 47]
D [35, 48]
D [35, 49]
D [35, 50]
D [35, 51]
D [35, 52]
D [35, 53]
D [35, 54]
D [35, 55]
D [35, 56]
D [35, 57]
D [35, 58]
D [35, 59]
D [35, 60]
D [35, 61]
D [35, 62]
D [35, 63]
D [35, 64]
D [35, 65]
D [35, 66]
D [35, 67]
D [35, 68]
D [35, 69]
D [35, 70]
D [35, 71]
D [35, 72]
D [35, 73]
D [35, 74]
D [35, 75]
D [35, 76]
D [35, 77]
D [35, 78]
D [35, 79]
D [35, 80]
D [35, 81]
D [35, 82]
D [35, 83]
D [35, 84]
D [35, 85]
D [35, 86]
D [35, 87]
D [35, 88]
D [35, 89]
D [35, 90]
D [35, 91]
D [35, 92]
D [35, 93]
D [35, 94]
D [35, 95]
D [35, 96]
D [35, 97]
B [36, 97]
E [36, 96]
E [36, 95]
E [36, 94]
E [36, 93]
E [36, 92]
E [36, 91]
E [36, 90]
E [36, 89]
E [36, 88]
E [36, 87]
E [36, 86]
E [36, 85]
E [36, 84]
E [36, 83]
E [36, 82]
E [36, 81]
E [36, 80]
E [36, 79]
E [36, 78]
E [36, 77]
E [36, 76]
E [36, 75]
E [36, 74]
E [36, 73]
E [36, 72]
E [36, 71]
E [36, 70]
E [36, 69]
E [36, 68]
E [36, 67]
E [36, 66]
E [36, 65]
E [36, 64]
E [36, 63]
E [36, 62]
E [36, 61]
E [36, 60]
E [36, 59]
E [36, 58]
E [36, 57]
E [36, 56]
E [36, 55]
E [36, 54]
E [36, 53]
E [36, 52]
E [36, 51]
E [36, 50]
E [36, 49]
E [36, 48]
E [36, 47]
E [36, 46]
E [36, 45]
E [36, 44]
E [36, 43]
E [36, 42]
E [36, 41]
E [36, 40]
E [36, 39]
E [36, 38]
E [36, 37]
E [36, 36]
E [36, 35]
E [36, 34]
E [36, 33]
E [36, 32]
E [36, 31]
E [36, 30]
E [36, 29]
E [36, 28]
E [36, 27]
E [36, 26]
E [36, 25]
E [36, 24]
E [36, 23]
E [36, 22]
E [36, 21]
E [36, 20]
E [36, 19]
E [36, 18]
E [36, 17]
E [36, 16]
E [36, 15]
E [36, 14]
E [36, 13]
E [36, 12]
E [36, 11]
E [36, 10]
E [36, 9]
E [36, 8]
E [36, 7]
E [36, 6]
E [36, 5]
E [36, 4]
E [36, 3]
E [36, 2]
B [37, 2]
D [37, 3]
D [37, 4]
D [37, 5]
D [37, 6]
D [37, 7]
D [37, 8]
D [37, 9]
D [37, 10]
D [37, 11]
D [37, 12]
D [37, 13]
D [37, 14]
D [37, 15]
D [37, 16]
D [37, 17]
D [37, 18]
D [37, 19]
D [37, 20]
D [37, 21]
D [37, 22]
D [37, 23]
D [37, 24]
D [37, 25]
D [37, 26]
D [37, 27]
D [37, 28]
D [37, 29]
D [37, 30]
D [37, 31]
D [37, 32]
D [37, 33]
D [37, 34]
D [37, 35]
D [37, 36]
D [37, 37]
D [37, 38]
D [37, 39]
D [37, 40]
D [37, 41]
